2.12068, -0.484736, 0.056375
-0.415956, -13.6514, 1.1764
-10.752, -0.771346, -2.37974
-0.132241, -20.6159, 2.32271
-4.35012, -0.865097, -1.7089
-0.43854, -15.1763, -2.35837
-0.426746, -3.16639, -1.14838
-0.480445, -3.74222, -2.62733
-1.42698, -0.326919, 1.67778
-0.44416, -18.9639, 0.974741
0.143092, -3.02423, 0.604846
-7.10637, -0.74407, -0.704082
1.08326, -0.784291, -1.22984
-0.570478, -0.466177, -0.646739
-0.424836, -13.5381, 1.89519
-0.175745, -23.3699, 0.431511
-4.01993, -0.858534, 0.922299
-7.09876, -0.902047, 1.47575
0.270054, -5.40248, -1.19042
-0.187716, -7.74685, -0.235912
0.015974, -10.1565, 1.91385
0.03032, -9.28286, 0.22976
-2.62224, -0.633954, 1.62453
-2.01467, -0.956605, -0.168195
-0.268672, -8.97775, -0.764796
-0.120701, -9.54802, -0.515166
-0.429159, -22.6289, -1.19087
0.15686, -2.66434, 0.048437
-0.291247, -10.6241, -1.15711
0.330451, -0.925714, 1.16231
0.090622, -13.8144, 1.91347
0.537289, -3.91044, -1.7349
0.107664, 0.415871, -0.042427
-1.06001, -0.529283, 1.28703
-0.542103, -16.8468, 0.969419
-0.083912, -9.27499, -1.33389
-9.57035, -0.868356, -0.98259
-0.648068, -21.3928, 0.218974
-10.8196, -0.556374, 0.54374
-0.384499, -18.7196, 2.81871
0.007874, -25.4228, -3.05341
0.010507, -15.1583, -2.40562
0.906762, 0.960287, 2.96653
-0.497592, -12.8291, 1.3479
-0.356492, -0.848899, -1.97247
-0.296593, -5.5013, -2.49469
-0.034996, -24.0516, -0.182889
0.015509, -28.1929, 0.858447
2.21376, -0.479902, -1.40732
0.027417, -22.0876, 1.79529
-0.22947, -19.3897, 0.537149
-0.568169, -17.0595, -2.16142
-0.260355, -23.8165, 2.88902
-1.07173, 0.093371, -1.33409
-0.620296, -16.9266, 2.49286
-11.5531, -0.740714, -0.642433
-0.363138, -22.4693, -0.688309
-0.355201, -9.96201, -1.3615
-8.74572, -0.478737, 0.648534
-0.31462, -8.55455, 0.44314
-0.428831, -11.8125, -1.9178
-9.34696, -0.561249, 0.846485
-0.415306, -21.2878, 0.662596
-0.093669, -2.17805, -1.80839
-0.157781, -4.47106, -3.10235
-0.600374, -17.1754, 2.94264
0.129329, -2.27579, 2.1379
-7.91088, -0.932301, 2.16854
-0.30612, 0.937459, -1.77187
0.269822, 0.709285, -1.00304
0.371431, -3.66664, 0.690319
-0.37178, -9.71784, -1.22481
0.28249, -6.23771, 0.170481
-0.749362, -0.228803, 1.99321
0.113907, -4.5736, 0.771716
-10.0575, -0.701111, -1.45855
-0.293011, -18.9162, 2.06813
-7.88844, -0.607137, -0.302816
-11.5762, -0.781037, 0.481431
-0.893637, -0.46572, -1.1419
0.086883, -0.912458, -1.93127
-0.385311, -17.7309, -2.98462
